y,Bifidobacteriaceae,Micrococcaceae,Microbacteriaceae,Demequinaceae,Dermabacteraceae,Dermacoccaceae,Promicromonosporaceae,Mycobacteriaceae,Actinomycetaceae,Streptomycetaceae,Nocardioidaceae,Propionibacteriaceae,Micromonosporaceae,Pseudonocardiaceae,Geodermatophilaceae,Streptosporangiaceae,Coriobacteriaceae,Lactobacillaceae,Streptococcaceae,Enterococcaceae,Leuconostocaceae,Aerococcaceae,Staphylococcaceae,Bacillaceae,Listeriaceae,Paenibacillaceae,Planococcaceae,Alicyclobacillaceae,Sporolactobacillaceae,Thermoactinomycetaceae,Peptostreptococcaceae,Ruminococcaceae,Clostridiales Family XIII. Incertae Sedis,Clostridiaceae,Lachnospiraceae,Peptococcaceae,Peptoniphilaceae,Erysipelotrichaceae,Mycoplasmataceae,Acholeplasmataceae,Oscillochloridaceae,Enterobacteriaceae,Yersiniaceae,Morganellaceae,Erwiniaceae,Rhodanobacteraceae,Xanthomonadaceae,Aeromonadaceae,Vibrionaceae,Pseudomonadaceae,Moraxellaceae,Ectothiorhodospiraceae,Chromatiaceae,Halieaceae,Halomonadaceae,Shewanellaceae,Pasteurellaceae,Coxiellaceae,Methylocystaceae,Bradyrhizobiaceae,Brucellaceae,Phyllobacteriaceae,Hyphomicrobiaceae,Methylobacteriaceae,Aurantimonadaceae,Xanthobacteraceae,Rhizobiaceae,Beijerinckiaceae,Sphingomonadaceae,Erythrobacteraceae,Acetobacteraceae,Rhodospirillaceae,Rhodobacteraceae,Hyphomonadaceae,Rickettsiaceae,Candidatus Paracaedibacteraceae,Caulobacteraceae,Pelagibacteraceae,Parvularculaceae,Neisseriaceae,Comamonadaceae,Alcaligenaceae,Burkholderiaceae,Oxalobacteraceae,Desulfobacteraceae,Desulfuromonadaceae,Gemmatimonadaceae,Flavobacteriaceae,Sphingobacteriaceae,Prolixibacteraceae,Hymenobacteraceae,Chlorobiaceae,Spirochaetaceae,Chrysiogenaceae,Deferribacteraceae,Halanaerobiaceae,Selenomonadaceae,Cardiobacteriaceae,Alteromonadaceae,Spongiibacteraceae,Desulfovibrionaceae,Chitinophagaceae,Nocardiaceae,Candidatus Nanopelagicaceae,Atopobiaceae,Sporomusaceae,Veillonellaceae,Endozoicomonadaceae,Cellvibrionaceae,Francisellaceae,Piscirickettsiaceae,Methylococcaceae,Sinobacteraceae,Kordiimonadaceae,Desulfobulbaceae,Marinifilaceae,Thermodesulfobacteriaceae,Fervidobacteriaceae,Oceanospirillaceae,Colwelliaceae,Idiomarinaceae,Fastidiosibacteraceae,Sutterellaceae,Nocardiopsaceae,Eggerthellaceae,Balneolaceae,Acidobacteriaceae,Legionellaceae,Gallionellaceae,Syntrophobacteraceae,Nautiliaceae,Beutenbergiaceae,Methylophilaceae,Thermaceae,Rubricoccaceae,Magnetococcaceae,Planctomycetaceae,Marinilabiliaceae,Aquificaceae,Eimeriidae
septic,5.0,0.0,6.0,0.0,2.0,0.0,273.0,0.0,9.0,6.0,1.0,12.0,13.0,0.0,0.0,2.0,84.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,13.0,0.0,1.0,0.0,0.0,3.0,8.0,0.0,0.0,27.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,51.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,49.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,2.0,1.0,0.0,4.0,0.0,135.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,5.0,0.0,0.0,0.0,25.0,0.0,0.0,6.0,3.0,3.0,1.0,12.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,3.0,0.0,240.0,1.0,2.0,0.0,250.0,1.0,18.0,7.0,0.0,15.0,18.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,320.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,17.0,0.0,1.0,1.0,33.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,11.0,56.0,4.0,1.0,3.0,0.0,570.0,1.0,17.0,8.0,1.0,19.0,28.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,8.0,0.0,12.0,1.0,9.0,0.0,1082.0,0.0,28.0,23.0,0.0,61.0,42.0,0.0,0.0,0.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,5.0,0.0,0.0,6.0,32.0,1.0,0.0,45.0,3.0,9.0,4.0,20.0,2.0,10.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,3.0,78.0,7.0,1.0,6.0,0.0,545.0,0.0,18.0,8.0,1.0,17.0,19.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,3.0,0.0,0.0,1.0,21.0,0.0,0.0,41.0,1.0,1.0,3.0,10.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,12.0,1.0,32.0,1.0,8.0,0.0,946.0,0.0,25.0,22.0,2.0,33.0,35.0,2.0,0.0,0.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,7.0,0.0,0.0,0.0,26.0,0.0,0.0,71.0,6.0,6.0,5.0,285.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,1.0,1.0,10.0,0.0,0.0,0.0,176.0,0.0,3.0,8.0,0.0,10.0,13.0,0.0,71.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,1.0,9.0,0.0,0.0,15.0,1.0,2.0,0.0,4.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,2.0,5.0,8.0,1.0,5.0,0.0,541.0,70.0,21.0,7.0,1.0,7.0,31.0,0.0,0.0,0.0,194.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,4.0,0.0,0.0,5.0,28.0,0.0,0.0,51.0,6.0,7.0,1.0,13.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,8.0,0.0,6.0,1.0,3.0,0.0,604.0,0.0,20.0,9.0,0.0,21.0,27.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,151.0,1.0,15.0,0.0,0.0,2.0,59.0,0.0,0.0,116.0,6.0,109.0,4.0,30.0,0.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,3.0,1.0,181.0,0.0,0.0,0.0,62.0,0.0,15.0,4.0,1.0,100.0,1.0,0.0,0.0,3.0,22.0,0.0,0.0,0.0,1.0,1.0,1.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,180.0,0.0,14.0,0.0,0.0,6.0,120.0,0.0,0.0,15.0,8.0,33.0,7.0,27.0,0.0,32.0,144.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,1.0,0.0,4.0,0.0,1.0,0.0,73.0,3.0,1.0,2.0,0.0,2.0,3.0,0.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,4.0,0.0,0.0,4.0,49.0,0.0,1.0,15.0,1.0,11.0,1.0,37.0,0.0,13.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,3.0,2.0,13.0,0.0,0.0,0.0,121.0,0.0,3.0,1.0,1.0,41.0,4.0,0.0,5.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,8.0,0.0,0.0,2.0,124.0,0.0,0.0,56.0,3.0,112.0,6.0,42.0,0.0,29.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,7.0,0.0,14.0,1.0,3.0,0.0,461.0,0.0,11.0,8.0,1.0,75.0,20.0,0.0,1.0,0.0,132.0,0.0,3.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,346.0,0.0,42.0,0.0,0.0,42.0,219.0,0.0,0.0,96.0,24.0,57.0,22.0,108.0,0.0,80.0,110.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,2.0,10.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,4.0,0.0,6.0,0.0,1.0,1.0,344.0,0.0,6.0,7.0,0.0,3.0,22.0,4.0,0.0,0.0,89.0,0.0,1.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,4.0,38.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,332.0,0.0,36.0,0.0,0.0,4.0,234.0,0.0,0.0,62.0,14.0,87.0,22.0,50.0,1.0,57.0,67.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,1.0,0.0,3.0,3.0,0.0,0.0,466.0,0.0,15.0,9.0,0.0,283.0,17.0,0.0,0.0,0.0,108.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,36.0,52.0,0.0,0.0,1.0,10.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,296.0,0.0,27.0,1.0,0.0,4.0,228.0,1.0,0.0,23.0,13.0,61.0,16.0,272.0,0.0,62.0,99.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,0.0,1.0,1.0,0.0,2.0,0.0,217.0,0.0,5.0,4.0,1.0,5.0,11.0,0.0,9.0,0.0,65.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,81.0,293.0,13.0,0.0,0.0,7.0,56.0,0.0,0.0,15.0,7.0,30.0,5.0,16.0,0.0,18.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,29.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
septic,7.0,1.0,126.0,1.0,1.0,0.0,436.0,0.0,16.0,6.0,0.0,394.0,13.0,0.0,11.0,0.0,188.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,49.0,0.0,0.0,7.0,221.0,0.0,0.0,32.0,28.0,56.0,16.0,930.0,1.0,73.0,81.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,1.0,175.0,1.0,0.0,0.0,0.0,93.0,0.0,2.0,3.0,0.0,5.0,4.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,6.0,0.0,0.0,1.0,72.0,0.0,0.0,6.0,1.0,22.0,8.0,13.0,0.0,7.0,29.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,0.0,0.0,2.0,0.0,4.0,0.0,239.0,0.0,5.0,2.0,0.0,6.0,14.0,0.0,0.0,0.0,70.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,63.0,0.0,12.0,0.0,0.0,0.0,57.0,0.0,0.0,16.0,2.0,14.0,1.0,276.0,0.0,9.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,7.0,323.0,6.0,0.0,5.0,0.0,861.0,0.0,45.0,14.0,0.0,25.0,53.0,0.0,0.0,0.0,238.0,0.0,13.0,0.0,4.0,1.0,0.0,14.0,0.0,2.0,470.0,0.0,0.0,1.0,2.0,10.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,165.0,0.0,0.0,1.0,10.0,10.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,129.0,0.0,18.0,0.0,0.0,1.0,123.0,0.0,0.0,11.0,3.0,281.0,9.0,41.0,0.0,20.0,50.0,0.0,0.0,0.0,0.0,13.0,4.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,6.0,2.0,15.0,0.0,1.0,0.0,603.0,0.0,43.0,12.0,2.0,32.0,20.0,0.0,0.0,0.0,140.0,0.0,16.0,1.0,2.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,167.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,83.0,0.0,9.0,1.0,0.0,4.0,67.0,0.0,0.0,15.0,5.0,21.0,4.0,26.0,0.0,18.0,59.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
