y,Bifidobacteriales,Micrococcales,Corynebacteriales,Actinomycetales,Streptomycetales,Propionibacteriales,Micromonosporales,Glycomycetales,Pseudonocardiales,Frankiales,Geodermatophilales,Jiangellales,Streptosporangiales,Rubrobacterales,Acidimicrobiales,Coriobacteriales,Euzebyales,Lactobacillales,Bacillales,Clostridiales,Thermoanaerobacterales,Tissierellales,Erysipelotrichales,Synechococcales,Gloeobacterales,Nostocales,Chroococcales,Oscillatoriales,Mycoplasmatales,Acholeplasmatales,Entomoplasmatales,Chloroflexales,Anaerolineales,Thermoflexales,Chthonomonadales,Enterobacterales,Xanthomonadales,Aeromonadales,Vibrionales,Pseudomonadales,Chromatiales,Cellvibrionales,Oceanospirillales,Alteromonadales,Pasteurellales,Legionellales,Rhizobiales,Sphingomonadales,Rhodospirillales,Rhodobacterales,Rickettsiales,Holosporales,Magnetococcales,Caulobacterales,Emcibacterales,Pelagibacterales,Parvularculales,Sneathiellales,Neisseriales,Burkholderiales,Rhodocyclales,Desulfarculales,Desulfobacterales,Myxococcales,Desulfuromonadales,Desulfovibrionales,Campylobacterales,Bdellovibrionales,Gemmatimonadales,Flavobacteriales,Sphingobacteriales,Bacteroidales,Marinilabiliales,Cytophagales,Chlorobiales,Chitinivibrionales,Spirochaetales,Leptospirales,Parachlamydiales,Lentisphaerales,Elusimicrobiales,Fusobacteriales,Aquificales,Kosmotogales,Chrysiogenales,Deferribacterales,Holophagales,Halanaerobiales,Natranaerobiales,Selenomonadales,Cardiobacteriales,Thiotrichales,Kiloniellales,Nitrosomonadales,Chitinophagales,Fibrobacterales,Chlamydiales,Microstromatales,Candidatus Nanopelagicales,Kineosporiales,Veillonellales,Methylococcales,Nevskiales,Kordiimonadales,Minwuiales,Bradymonadales,Hydrogenophilales,Bacteroidetes Order II. Incertae sedis,Brachyspirales,Haloplasmatales,Puniceicoccales,Thermodesulfobacteriales,Thermotogales,Salinisphaerales,Immundisolibacterales,Silvanigrellales,Acidithiobacillales,Acidothermales,Eggerthellales,Nitriliruptorales,Solirubrobacterales,Ktedonobacterales,Sphaerobacterales,Deinococcales,Abditibacteriales,Balneolales,Acidobacteriales,Planctomycetales,Primates,Syntrophobacterales,Nautiliales,Candidatus Gastranaerophilales,Saprospirales,Verrucomicrobiales,Candidatus Brocadiales,Nakamurellales,Fimbriimonadales,Acidiferrobacterales,Acidaminococcales,Thermoleophilales,Thermales,Rhodothermales,Petrotogales,Nitrospirales,Synergistales,Pucciniales,Gaiellales,Herpetosiphonales,Capsulimonadales,Opitutales,Victivallales,Desulfurellales,Bacteriovoracales,Mariprofundales,Polyporales,Sedimentisphaerales,Candidatus Cryosericales,Thermomicrobiales,Desulfurobacteriales,Saprolegniales,Hypocreales,Catenulisporales,Dictyoglomales,Orbales,Gloeoemargaritales,Mesoaciditogales,Thermogemmatisporales,Methylacidiphilales,Phycisphaerales,Blastocatellales,Calditrichales,Arenicellales,Pleurocapsales,Caldisericales,Pleosporales,Ignavibacteriales,Candidatus Comantemales,Sordariales,Eucoccidiorida,Onygenales,Brevinematales
healthy,12041.0,36.0,44.0,28.0,17.0,30.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,416.0,412.0,130.0,0.0,29.0,0.0,7.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,325.0,210.0,9.0,25.0,113.0,4.0,7.0,2.0,3.0,0.0,0.0,112.0,2.0,5.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,63.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,11.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,9.0,88.0,26.0,15.0,18.0,326.0,2.0,3.0,1.0,4.0,7.0,1.0,1.0,102.0,0.0,6.0,0.0,38.0,675.0,58.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,727.0,247.0,149.0,51.0,23.0,1.0,4.0,70.0,47.0,27.0,3.0,475.0,5647.0,51.0,49.0,16.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,26.0,47.0,1.0,1.0,11.0,31.0,16.0,32.0,13.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2035.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,15983.0,214.0,64.0,100.0,57.0,148.0,2.0,6.0,13.0,15.0,2.0,0.0,2.0,2.0,4.0,1.0,0.0,742.0,747.0,248.0,1.0,206.0,1.0,19.0,16.0,0.0,0.0,0.0,6.0,6.0,1.0,1.0,2.0,2.0,0.0,1252.0,770.0,65.0,70.0,405.0,8.0,6.0,2.0,12.0,0.0,0.0,158.0,558.0,36.0,47.0,127.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,28.0,48.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,0.0,56.0,76.0,0.0,0.0,0.0,1.0,39.0,0.0,6.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,7.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,13296.0,34.0,253.0,33.0,25.0,284.0,1.0,3.0,41.0,2.0,2.0,0.0,12.0,103.0,3.0,3.0,0.0,1320.0,882.0,955.0,3.0,196.0,0.0,125.0,4.0,6.0,1.0,0.0,5.0,2.0,2.0,14.0,16.0,1.0,0.0,2128.0,656.0,116.0,79.0,284.0,17.0,240.0,55.0,8.0,32.0,1.0,1436.0,4052.0,85.0,443.0,42.0,30.0,8.0,10.0,3.0,1.0,0.0,1.0,54.0,105.0,1.0,2.0,14.0,27.0,10.0,27.0,29.0,2.0,0.0,11.0,1.0,157.0,1.0,0.0,9.0,0.0,2.0,6.0,0.0,0.0,3.0,5.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,8.0,23.0,3.0,0.0,3.0,5.0,0.0,1.0,0.0,3.0,2.0,2.0,44.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,33639.0,390.0,320.0,66.0,88.0,57.0,4.0,4.0,1.0,1.0,2.0,0.0,3.0,13.0,1.0,3.0,1.0,4494.0,1433.0,606.0,1.0,152.0,0.0,22.0,10.0,9.0,2.0,0.0,40.0,2.0,8.0,37.0,4.0,0.0,0.0,1533.0,433.0,36.0,107.0,110.0,14.0,3.0,9.0,5.0,0.0,0.0,328.0,12.0,171.0,16.0,24.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,23.0,24.0,0.0,1.0,2.0,0.0,1.0,1.0,7.0,1.0,0.0,86.0,89.0,0.0,3.0,2.0,36.0,0.0,14.0,3.0,0.0,0.0,2.0,23.0,2.0,0.0,0.0,3.0,0.0,9.0,0.0,3.0,0.0,4.0,1.0,0.0,3.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
septic,2338.0,149.0,44.0,11.0,17.0,83.0,2.0,0.0,5.0,1.0,1.0,0.0,3.0,98.0,1.0,4.0,0.0,500.0,1499.0,97.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,8.0,0.0,0.0,7.0,21.0,4.0,0.0,2307.0,243.0,5296.0,81.0,4019.0,17.0,9.0,55.0,25.0,14.0,0.0,1741.0,2921.0,411.0,930.0,25.0,8.0,8.0,20.0,0.0,4.0,3.0,0.0,24.0,295.0,1.0,2.0,3.0,32.0,6.0,19.0,59.0,3.0,1.0,220.0,177.0,1.0,0.0,138.0,5.0,0.0,1.0,0.0,5.0,0.0,1.0,10.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0,6.0,8.0,2.0,95.0,1.0,1.0,0.0,0.0,0.0,65.0,4.0,24.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
healthy,50862.0,2908.0,10677.0,221.0,126.0,236.0,23.0,12.0,24.0,6.0,95.0,0.0,19.0,5.0,8.0,10.0,1.0,1294.0,1956.0,414.0,0.0,296.0,107.0,24.0,15.0,2.0,1.0,0.0,16.0,10.0,0.0,0.0,3.0,2.0,0.0,2390.0,1709.0,93.0,120.0,631.0,25.0,11.0,18.0,12.0,19.0,1.0,981.0,192.0,38.0,157.0,90.0,10.0,13.0,4.0,0.0,0.0,1.0,0.0,109.0,101.0,0.0,1.0,4.0,3.0,1.0,6.0,67.0,0.0,0.0,702.0,2.0,0.0,1.0,3.0,41.0,1.0,10.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,144.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,60.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,5943.0,1255.0,148.0,29.0,60.0,99.0,3.0,2.0,11.0,6.0,11.0,0.0,4.0,1.0,4.0,14.0,0.0,1138.0,2636.0,269.0,1.0,3.0,2.0,12.0,5.0,3.0,0.0,1.0,10.0,4.0,1.0,21.0,40.0,0.0,0.0,4762.0,1167.0,465.0,173.0,2507.0,30.0,39.0,120.0,37.0,20.0,2.0,3466.0,5058.0,410.0,207.0,193.0,35.0,40.0,19.0,1.0,5.0,4.0,1.0,136.0,335.0,2.0,2.0,17.0,49.0,21.0,35.0,41.0,1.0,0.0,14.0,4.0,5.0,1.0,4.0,14.0,3.0,9.0,11.0,7.0,0.0,0.0,15.0,2.0,2.0,1.0,7.0,6.0,1.0,0.0,1.0,2.0,6.0,24.0,6.0,2.0,1.0,8.0,0.0,0.0,0.0,4.0,2.0,19.0,15.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,57.0,0.0,1.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,51049.0,2125.0,1630.0,115.0,84.0,96.0,8.0,0.0,7.0,5.0,6.0,0.0,1.0,47.0,5.0,46.0,0.0,2504.0,2986.0,345.0,2.0,315.0,95.0,26.0,11.0,1.0,1.0,0.0,15.0,2.0,1.0,5.0,9.0,1.0,0.0,1649.0,1053.0,83.0,111.0,384.0,21.0,11.0,11.0,8.0,3.0,2.0,707.0,62.0,27.0,366.0,35.0,6.0,3.0,3.0,3.0,4.0,0.0,0.0,69.0,90.0,1.0,1.0,1.0,0.0,21.0,3.0,12.0,0.0,0.0,1021.0,0.0,6.0,2.0,4.0,34.0,0.0,11.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,489.0,1278.0,395.0,94.0,358.0,61.0,32.0,1.0,14.0,18.0,100.0,0.0,4.0,1.0,0.0,138.0,1.0,97.0,665.0,428.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,1804.0,194.0,393.0,192.0,158.0,8.0,5.0,20.0,4.0,10.0,1.0,588.0,1597.0,28.0,31.0,34.0,11.0,13.0,29.0,0.0,3.0,0.0,0.0,9.0,87.0,0.0,0.0,8.0,17.0,4.0,4.0,12.0,0.0,0.0,4.0,91.0,2.0,1.0,6.0,1.0,0.0,4.0,0.0,7.0,0.0,0.0,5.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,93.0,0.0,8.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,2.0,6.0,0.0,4.0,0.0,0.0,1.0,0.0,43.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,81862.0,1656.0,6896.0,684.0,385.0,734.0,23.0,21.0,44.0,22.0,25.0,37.0,27.0,11.0,30.0,24.0,8.0,4460.0,7852.0,2389.0,3.0,1415.0,29.0,266.0,82.0,20.0,2.0,3.0,23.0,61.0,3.0,23.0,13.0,3.0,0.0,9771.0,3721.0,339.0,749.0,106943.0,135.0,72.0,535.0,107.0,100.0,43.0,1630.0,1577.0,1028.0,724.0,229.0,34.0,14.0,245.0,1.0,39.0,0.0,4.0,176.0,2144.0,2.0,3.0,27.0,59.0,37.0,55.0,134.0,7.0,15.0,5351.0,0.0,7.0,11.0,44.0,237.0,2.0,59.0,18.0,48.0,0.0,13.0,16.0,4.0,3.0,4.0,9.0,4.0,17.0,0.0,3.0,0.0,58.0,3.0,64.0,8.0,1.0,6.0,1.0,9.0,6.0,50.0,19.0,160.0,2.0,0.0,1.0,39.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,3.0,1.0,0.0,4.0,0.0,0.0,1.0,4.0,11.0,1.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,31.0,695.0,241.0,34.0,70.0,21.0,13.0,0.0,4.0,8.0,30.0,0.0,0.0,18.0,0.0,38.0,2.0,60.0,368.0,127.0,0.0,12.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,557.0,17.0,35.0,78.0,61.0,3.0,4.0,25.0,20.0,2.0,0.0,140.0,2169.0,79.0,14.0,9.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,111.0,0.0,0.0,3.0,12.0,1.0,5.0,10.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,264879.0,1179.0,1632.0,419.0,429.0,309.0,16.0,15.0,18.0,26.0,15.0,0.0,13.0,125.0,38.0,15.0,3.0,10474.0,3650.0,1440.0,5.0,139.0,9.0,121.0,65.0,2.0,1.0,0.0,110.0,19.0,1.0,3.0,24.0,12.0,0.0,5649.0,4117.0,237.0,410.0,223.0,70.0,20.0,39.0,49.0,18.0,9.0,1050.0,2756.0,1128.0,106.0,107.0,24.0,18.0,15.0,0.0,2.0,3.0,0.0,380.0,183.0,0.0,23.0,115.0,4.0,13.0,5.0,29.0,1.0,0.0,185.0,4.0,2.0,2.0,4.0,239.0,3.0,40.0,18.0,3.0,0.0,4.0,5.0,1.0,2.0,1.0,18.0,9.0,3.0,0.0,4.0,1.0,7.0,5.0,5.0,0.0,0.0,1.0,0.0,7.0,0.0,3.0,10.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,63.0,997.0,303.0,55.0,171.0,13.0,23.0,0.0,4.0,27.0,57.0,0.0,6.0,0.0,0.0,95.0,1.0,52.0,1115.0,257.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,769.0,84.0,431.0,161.0,299.0,7.0,3.0,18.0,5.0,2.0,0.0,82.0,1648.0,6.0,7.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,303.0,0.0,0.0,9.0,11.0,1.0,3.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,160200.0,609.0,508.0,235.0,226.0,210.0,12.0,8.0,24.0,16.0,6.0,0.0,3.0,47.0,20.0,9.0,2.0,5746.0,3159.0,1728.0,3.0,163.0,2.0,79.0,45.0,3.0,1.0,1.0,43.0,16.0,7.0,0.0,9.0,6.0,0.0,5083.0,2452.0,158.0,297.0,394.0,49.0,18.0,19.0,35.0,13.0,2.0,1509.0,358.0,97.0,61.0,192.0,14.0,13.0,6.0,0.0,0.0,1.0,1.0,85.0,104.0,0.0,20.0,9.0,0.0,5.0,5.0,38.0,0.0,0.0,21.0,2.0,4.0,0.0,2.0,127.0,4.0,37.0,6.0,4.0,0.0,6.0,5.0,0.0,0.0,0.0,6.0,1.0,6.0,0.0,5.0,0.0,1.0,9.0,2.0,0.0,8.0,4.0,0.0,2.0,0.0,3.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,14.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,52945.0,308.0,527.0,118.0,72.0,66.0,5.0,4.0,2.0,7.0,79.0,0.0,6.0,1.0,2.0,1.0,1.0,992.0,1087.0,573.0,0.0,24.0,0.0,19.0,17.0,0.0,0.0,0.0,7.0,13.0,0.0,3.0,1.0,0.0,0.0,1800.0,719.0,113.0,103.0,312.0,18.0,8.0,6.0,19.0,3.0,1.0,716.0,64.0,90.0,37.0,36.0,12.0,3.0,2.0,1.0,1.0,0.0,1.0,21.0,59.0,0.0,3.0,2.0,0.0,2.0,3.0,5.0,2.0,0.0,84.0,0.0,1.0,0.0,1.0,42.0,0.0,7.0,4.0,3.0,0.0,5.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,66.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,3633.0,725.0,182.0,41.0,72.0,60.0,13.0,1.0,6.0,5.0,24.0,0.0,0.0,61.0,1.0,41.0,1.0,543.0,300.0,186.0,0.0,83.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,695.0,76.0,158.0,75.0,161.0,0.0,15.0,7.0,6.0,3.0,2.0,202.0,858.0,7.0,49.0,17.0,3.0,4.0,18.0,0.0,0.0,0.0,0.0,26.0,110.0,19.0,1.0,1.0,6.0,1.0,2.0,12.0,0.0,0.0,15.0,57.0,23.0,0.0,0.0,12.0,0.0,1.0,1.0,9.0,0.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
