y,Bifidobacteriales,Micrococcales,Corynebacteriales,Actinomycetales,Streptomycetales,Propionibacteriales,Micromonosporales,Glycomycetales,Pseudonocardiales,Frankiales,Geodermatophilales,Jiangellales,Streptosporangiales,Rubrobacterales,Acidimicrobiales,Coriobacteriales,Euzebyales,Lactobacillales,Bacillales,Clostridiales,Thermoanaerobacterales,Tissierellales,Erysipelotrichales,Synechococcales,Gloeobacterales,Nostocales,Chroococcales,Oscillatoriales,Mycoplasmatales,Acholeplasmatales,Entomoplasmatales,Chloroflexales,Anaerolineales,Thermoflexales,Chthonomonadales,Enterobacterales,Xanthomonadales,Aeromonadales,Vibrionales,Pseudomonadales,Chromatiales,Cellvibrionales,Oceanospirillales,Alteromonadales,Pasteurellales,Legionellales,Rhizobiales,Sphingomonadales,Rhodospirillales,Rhodobacterales,Rickettsiales,Holosporales,Magnetococcales,Caulobacterales,Emcibacterales,Pelagibacterales,Parvularculales,Sneathiellales,Neisseriales,Burkholderiales,Rhodocyclales,Desulfarculales,Desulfobacterales,Myxococcales,Desulfuromonadales,Desulfovibrionales,Campylobacterales,Bdellovibrionales,Gemmatimonadales,Flavobacteriales,Sphingobacteriales,Bacteroidales,Marinilabiliales,Cytophagales,Chlorobiales,Chitinivibrionales,Spirochaetales,Leptospirales,Parachlamydiales,Lentisphaerales,Elusimicrobiales,Fusobacteriales,Aquificales,Kosmotogales,Chrysiogenales,Deferribacterales,Holophagales,Halanaerobiales,Natranaerobiales,Selenomonadales,Cardiobacteriales,Thiotrichales,Kiloniellales,Nitrosomonadales,Chitinophagales,Fibrobacterales,Chlamydiales,Microstromatales,Candidatus Nanopelagicales,Kineosporiales,Veillonellales,Methylococcales,Nevskiales,Kordiimonadales,Minwuiales,Bradymonadales,Hydrogenophilales,Bacteroidetes Order II. Incertae sedis,Brachyspirales,Haloplasmatales,Puniceicoccales,Thermodesulfobacteriales,Thermotogales,Salinisphaerales,Immundisolibacterales,Silvanigrellales,Acidithiobacillales,Acidothermales,Eggerthellales,Nitriliruptorales,Solirubrobacterales,Ktedonobacterales,Sphaerobacterales,Deinococcales,Abditibacteriales,Balneolales,Acidobacteriales,Planctomycetales,Primates,Syntrophobacterales,Nautiliales,Candidatus Gastranaerophilales,Saprospirales,Verrucomicrobiales,Candidatus Brocadiales,Nakamurellales,Fimbriimonadales,Acidiferrobacterales,Acidaminococcales,Thermoleophilales,Thermales,Rhodothermales,Petrotogales,Nitrospirales,Synergistales,Pucciniales,Gaiellales,Herpetosiphonales,Capsulimonadales,Opitutales,Victivallales,Desulfurellales,Bacteriovoracales,Mariprofundales,Polyporales,Sedimentisphaerales,Candidatus Cryosericales,Thermomicrobiales,Desulfurobacteriales,Saprolegniales,Hypocreales,Catenulisporales,Dictyoglomales,Orbales,Gloeoemargaritales,Mesoaciditogales,Thermogemmatisporales,Methylacidiphilales,Phycisphaerales,Blastocatellales,Calditrichales,Arenicellales,Pleurocapsales,Caldisericales,Pleosporales,Ignavibacteriales,Candidatus Comantemales,Sordariales,Eucoccidiorida,Onygenales,Brevinematales
septic,157.0,1554.0,2559.0,403.0,247.0,100.0,52.0,0.0,15.0,55.0,1438.0,0.0,10.0,24.0,0.0,119.0,5.0,4678.0,2918.0,511.0,2.0,73.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,3.0,2.0,1.0,5.0,0.0,0.0,7654.0,761.0,1233.0,294.0,5299.0,48.0,76.0,76.0,35.0,20.0,6.0,4623.0,6955.0,301.0,369.0,234.0,141.0,93.0,60.0,1.0,11.0,3.0,0.0,187.0,442.0,5.0,4.0,10.0,34.0,2.0,23.0,83.0,4.0,0.0,119.0,8.0,1.0,0.0,1.0,2.0,0.0,2.0,48.0,21.0,0.0,0.0,8.0,2.0,3.0,2.0,25.0,1.0,1.0,0.0,7.0,0.0,14.0,5.0,4.0,11.0,1.0,5.0,0.0,1.0,0.0,2.0,7.0,3.0,29.0,2.0,1.0,1.0,20.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,8.0,5.0,0.0,6.0,20.0,0.0,5.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,191.0,1746.0,266.0,159.0,319.0,66.0,64.0,0.0,14.0,39.0,324.0,0.0,6.0,1105.0,2.0,151.0,6.0,1014.0,1938.0,746.0,3.0,34.0,1.0,4.0,0.0,3.0,0.0,0.0,16.0,0.0,2.0,1.0,2.0,0.0,0.0,4492.0,684.0,1983.0,372.0,359.0,20.0,47.0,39.0,30.0,11.0,3.0,2639.0,1949.0,226.0,224.0,172.0,70.0,50.0,47.0,3.0,6.0,1.0,2.0,137.0,545.0,3.0,2.0,7.0,19.0,4.0,17.0,55.0,2.0,1.0,9.0,6.0,62.0,0.0,8.0,0.0,0.0,4.0,10.0,24.0,0.0,0.0,15.0,2.0,2.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0,15.0,8.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,16.0,20.0,1.0,1.0,4.0,33.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,14.0,4.0,0.0,7.0,16.0,0.0,3.0,0.0,3.0,3.0,1.0,90.0,0.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
septic,175.0,1064.0,847.0,76.0,195.0,214.0,24.0,1.0,37.0,11.0,1284.0,0.0,11.0,612.0,0.0,88.0,7.0,326.0,364.0,274.0,0.0,12.0,28.0,0.0,0.0,5.0,0.0,2.0,5.0,0.0,3.0,10.0,13.0,0.0,0.0,5746.0,1023.0,499.0,190.0,358.0,19.0,38.0,52.0,10.0,13.0,5.0,1910.0,3340.0,167.0,337.0,104.0,37.0,35.0,434.0,2.0,3.0,0.0,0.0,66.0,487.0,0.0,0.0,5.0,18.0,22.0,13.0,38.0,1.0,3.0,590.0,3.0,4.0,1.0,2.0,2.0,0.0,1.0,6.0,11.0,0.0,1.0,17.0,1.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,19.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,1.0,383.0,5.0,0.0,1.0,0.0,0.0,1.0,5.0,30.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,414.0,2183.0,413.0,156.0,640.0,99.0,80.0,1.0,17.0,54.0,153.0,1.0,4.0,238.0,0.0,191.0,8.0,721.0,2755.0,676.0,0.0,41.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,1.0,6.0,4.0,1.0,0.0,5116.0,508.0,1495.0,352.0,222.0,42.0,54.0,56.0,17.0,9.0,2.0,3550.0,1308.0,210.0,202.0,352.0,82.0,66.0,131.0,0.0,3.0,0.0,1.0,106.0,346.0,5.0,1.0,10.0,11.0,17.0,18.0,62.0,1.0,0.0,16.0,4.0,36.0,1.0,3.0,0.0,0.0,2.0,15.0,22.0,0.0,0.0,8.0,1.0,1.0,3.0,13.0,8.0,0.0,0.0,1.0,3.0,12.0,11.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,44.0,0.0,0.0,0.0,35.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,6.0,0.0,2.0,14.0,0.0,6.0,0.0,1.0,0.0,1.0,67.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,39.0,3095.0,4481.0,725.0,259.0,221.0,21.0,0.0,18.0,14.0,62.0,1.0,8.0,1.0,0.0,80.0,3.0,560.0,3586.0,1874.0,2.0,9.0,1330.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,5.0,1.0,0.0,2811.0,256.0,482.0,157.0,4551.0,6.0,24.0,34.0,11.0,11.0,2.0,1047.0,839.0,83.0,66.0,55.0,27.0,25.0,7.0,0.0,1.0,0.0,1.0,44.0,236.0,1.0,0.0,10.0,7.0,94.0,13.0,25.0,0.0,2.0,361.0,1.0,1.0,0.0,6.0,1.0,0.0,2.0,11.0,7.0,0.0,0.0,9.0,1.0,0.0,1.0,8.0,1.0,0.0,0.0,1.0,1.0,11.0,12.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,16.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,110.0,1454.0,1204.0,1170.0,85.0,56.0,17.0,0.0,8.0,11.0,73.0,0.0,2.0,0.0,0.0,72.0,3.0,1958.0,461.0,245.0,1.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,19.0,55.0,0.0,0.0,7496.0,1598.0,586.0,191.0,547.0,40.0,78.0,100.0,36.0,4.0,0.0,4985.0,1654.0,333.0,1671.0,251.0,203.0,95.0,33.0,1.0,7.0,5.0,1.0,266.0,694.0,9.0,8.0,23.0,13.0,2.0,9.0,84.0,3.0,0.0,24.0,7.0,6.0,0.0,0.0,0.0,0.0,6.0,5.0,16.0,0.0,1.0,4.0,0.0,3.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,15.0,33.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,6.0,35.0,1.0,0.0,12.0,9.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,112.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,121.0,2244.0,272.0,137.0,248.0,174.0,58.0,0.0,11.0,38.0,161.0,3.0,4.0,38.0,0.0,153.0,7.0,1915.0,1039.0,552.0,0.0,32.0,0.0,8.0,0.0,0.0,0.0,0.0,31.0,0.0,2.0,2.0,2.0,0.0,0.0,2786.0,1456.0,845.0,348.0,4369.0,6.0,17.0,59.0,21.0,13.0,4.0,1004.0,5060.0,97.0,52.0,62.0,19.0,15.0,12.0,0.0,0.0,0.0,0.0,56.0,619.0,15.0,1.0,8.0,34.0,1.0,20.0,30.0,2.0,3.0,10.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,11.0,75.0,0.0,0.0,19.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,16.0,7.0,1.0,0.0,3.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,6.0,0.0,2.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,112.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,103.0,678.0,114.0,44.0,125.0,14.0,23.0,0.0,6.0,17.0,54.0,1.0,1.0,62.0,0.0,61.0,0.0,1349.0,3450.0,753.0,0.0,247.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,11.0,14.0,1.0,0.0,1502.0,130.0,248.0,140.0,1102.0,10.0,19.0,57.0,1.0,3.0,1.0,2524.0,823.0,99.0,165.0,71.0,5.0,16.0,10.0,7.0,2.0,0.0,2.0,43.0,224.0,1.0,0.0,8.0,10.0,4.0,9.0,15.0,0.0,0.0,7.0,3.0,2.0,0.0,0.0,3.0,0.0,6.0,1.0,5.0,0.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,1.0,21.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,6.0,15.0,0.0,0.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,198.0,301.0,127.0,61.0,57.0,198.0,8.0,0.0,24.0,7.0,19.0,0.0,8.0,61.0,0.0,29.0,1.0,42.0,488.0,219.0,0.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,1233.0,75.0,358.0,73.0,726.0,17.0,15.0,18.0,1.0,4.0,3.0,584.0,1528.0,51.0,36.0,63.0,13.0,18.0,4.0,0.0,2.0,0.0,0.0,33.0,116.0,1.0,0.0,5.0,9.0,3.0,5.0,15.0,0.0,0.0,28.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,1.0,1.0,5.0,0.0,2.0,0.0,2.0,0.0,4.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
septic,56.0,317.0,495.0,85.0,164.0,56.0,11.0,0.0,364.0,4.0,29.0,0.0,2.0,430.0,1.0,333.0,4.0,155.0,1157.0,3421.0,2.0,337.0,9.0,0.0,0.0,1.0,1.0,4.0,11.0,1.0,2.0,10.0,7.0,2.0,1.0,7223.0,281.0,163.0,283.0,386.0,77.0,27.0,28.0,17.0,18.0,6.0,970.0,846.0,860.0,750.0,58.0,27.0,31.0,50.0,2.0,0.0,0.0,0.0,61.0,439.0,9.0,4.0,5.0,7.0,5.0,16.0,73.0,0.0,0.0,190.0,26.0,99.0,0.0,4.0,0.0,0.0,2.0,6.0,6.0,1.0,0.0,13.0,1.0,0.0,5.0,5.0,48.0,1.0,0.0,4.0,2.0,6.0,7.0,11.0,4.0,4.0,2.0,0.0,1.0,0.0,122.0,1.0,5.0,3.0,0.0,9.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,167.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,17.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,151.0,1712.0,1589.0,199.0,282.0,54.0,46.0,0.0,12.0,37.0,126.0,0.0,5.0,1.0,0.0,124.0,11.0,2617.0,4843.0,1042.0,4.0,33.0,22.0,1.0,0.0,0.0,1.0,3.0,19.0,0.0,5.0,4.0,14.0,5.0,0.0,10107.0,239.0,286.0,503.0,316.0,26.0,54.0,56.0,31.0,43.0,3.0,1090.0,914.0,103.0,137.0,78.0,21.0,18.0,396.0,1.0,6.0,0.0,0.0,65.0,174.0,2.0,2.0,21.0,27.0,8.0,16.0,38.0,1.0,0.0,562.0,1.0,5.0,0.0,3.0,0.0,4.0,9.0,1.0,25.0,0.0,0.0,95.0,0.0,0.0,5.0,17.0,109.0,5.0,0.0,5.0,8.0,11.0,15.0,3.0,460.0,0.0,10.0,0.0,0.0,0.0,4.0,5.0,0.0,5.0,1.0,1.0,0.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,14.0,4.0,0.0,3.0,35.0,0.0,318.0,1.0,1.0,1.0,1.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,195.0,3627.0,763.0,203.0,530.0,82.0,86.0,1.0,21.0,53.0,454.0,3.0,18.0,1.0,0.0,281.0,9.0,154.0,5165.0,1322.0,5.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,4.0,13.0,5.0,0.0,18166.0,257.0,362.0,855.0,340.0,56.0,41.0,54.0,39.0,56.0,0.0,2418.0,758.0,95.0,195.0,118.0,28.0,35.0,14.0,2.0,9.0,0.0,0.0,77.0,267.0,1.0,3.0,17.0,9.0,2.0,15.0,46.0,1.0,0.0,10.0,983.0,5.0,0.0,10.0,0.0,0.0,8.0,4.0,35.0,0.0,1.0,24.0,0.0,2.0,0.0,18.0,136.0,1.0,0.0,0.0,11.0,20.0,9.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,38.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,25.0,12.0,1.0,8.0,14.0,1.0,8.0,2.0,3.0,1.0,1.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,178.0,2352.0,285.0,98.0,284.0,729.0,62.0,2.0,8.0,36.0,135.0,0.0,6.0,0.0,0.0,130.0,8.0,2362.0,1414.0,701.0,1.0,36.0,173.0,1.0,1.0,2.0,0.0,0.0,11.0,0.0,2.0,2.0,15.0,0.0,0.0,7437.0,173.0,182.0,450.0,314.0,67.0,34.0,35.0,28.0,36.0,0.0,1850.0,1669.0,464.0,112.0,39.0,19.0,16.0,183.0,3.0,5.0,0.0,0.0,38.0,572.0,0.0,0.0,2.0,57.0,1.0,18.0,56.0,1.0,0.0,667.0,25.0,5.0,4.0,439.0,0.0,0.0,4.0,11.0,17.0,0.0,0.0,6.0,0.0,0.0,2.0,8.0,47.0,2.0,0.0,0.0,4.0,8.0,0.0,4.0,4860.0,0.0,2.0,0.0,1.0,0.0,5.0,4.0,2.0,2.0,0.0,0.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,2.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,99.0,1740.0,630.0,197.0,289.0,66.0,63.0,0.0,14.0,21.0,123.0,0.0,5.0,0.0,0.0,153.0,5.0,412.0,1721.0,769.0,0.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7748.0,287.0,341.0,401.0,693.0,21.0,30.0,31.0,10.0,52.0,1.0,3361.0,1052.0,167.0,98.0,125.0,68.0,32.0,28.0,1.0,4.0,1.0,0.0,84.0,210.0,5.0,2.0,11.0,12.0,2.0,8.0,45.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,10.0,11.0,0.0,0.0,16.0,0.0,7.0,1.0,25.0,46.0,0.0,0.0,2.0,1.0,20.0,3.0,2.0,375.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,2.0,15.0,0.0,4.0,1.0,0.0,1.0,1.0,106.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
septic,252.0,5840.0,1257.0,281.0,873.0,213.0,142.0,0.0,44.0,91.0,339.0,1.0,14.0,1.0,0.0,480.0,27.0,418.0,6894.0,1547.0,9.0,316.0,0.0,2.0,0.0,1.0,0.0,0.0,22.0,0.0,4.0,5.0,47.0,1.0,0.0,20234.0,1098.0,551.0,989.0,685.0,28.0,74.0,56.0,43.0,71.0,2.0,2732.0,2946.0,190.0,217.0,194.0,48.0,64.0,16.0,2.0,6.0,3.0,0.0,134.0,588.0,10.0,0.0,193.0,20.0,74.0,13.0,85.0,1.0,0.0,152.0,12.0,2.0,2.0,37.0,1.0,0.0,7.0,28.0,62.0,0.0,0.0,29.0,1.0,9.0,1.0,30.0,160.0,0.0,0.0,0.0,7.0,27.0,4.0,6.0,8.0,1.0,7.0,0.0,1.0,0.0,6.0,5.0,0.0,20.0,1.0,0.0,1.0,61.0,12.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,41.0,23.0,0.0,10.0,33.0,0.0,16.0,0.0,0.0,0.0,1.0,169.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ntc,8774.0,583.0,116.0,42.0,54.0,794.0,2.0,1.0,19.0,1.0,5.0,0.0,9.0,769.0,1.0,0.0,0.0,1923.0,7594.0,1609.0,11.0,7.0,2.0,7.0,3.0,4.0,0.0,1.0,5.0,2.0,2.0,9.0,42.0,1.0,0.0,10496.0,3206.0,145.0,281.0,392.0,25.0,11.0,132.0,65.0,94.0,3.0,5705.0,319.0,152.0,200.0,124.0,19.0,19.0,14.0,1.0,3.0,0.0,0.0,199.0,1089.0,11.0,18.0,23.0,32.0,10.0,58.0,27.0,6.0,0.0,245.0,4.0,2.0,0.0,5.0,13.0,0.0,3.0,5.0,0.0,0.0,1.0,12.0,0.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,15.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,4.0,13.0,13.0,0.0,0.0,24.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,73.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
ntc,1385.0,391.0,40.0,4.0,24.0,156.0,2.0,0.0,27.0,0.0,1.0,0.0,6.0,5.0,1.0,1.0,0.0,1654.0,522.0,212.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,5.0,23.0,1.0,0.0,827.0,675.0,51.0,55.0,132.0,6.0,4.0,15.0,6.0,1.0,0.0,672.0,751.0,25.0,27.0,16.0,0.0,5.0,2.0,0.0,7.0,2.0,0.0,24.0,46.0,1.0,0.0,9.0,22.0,1.0,13.0,22.0,0.0,0.0,1.0,1.0,8.0,0.0,4.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,3.0,4.0,0.0,5.0,1.0,0.0,3.0,1.0,2.0,8.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ntc,21.0,58.0,36.0,7.0,25.0,187.0,2.0,0.0,34.0,1.0,2.0,0.0,8.0,3.0,0.0,3.0,0.0,15.0,151.0,163.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,26.0,73.0,5.0,0.0,2988.0,3904.0,343.0,111.0,91.0,15.0,20.0,305.0,12.0,123.0,26.0,2610.0,1276.0,259.0,617.0,114.0,19.0,8.0,72.0,0.0,10.0,5.0,5.0,233.0,324.0,4.0,2.0,66.0,55.0,91.0,80.0,42.0,0.0,0.0,5.0,0.0,7.0,2.0,31.0,0.0,0.0,7.0,1.0,2.0,0.0,1.0,22.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,142.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
